报告范围=["每月"],选择年份=["2026"],选择月份=["6 月"],品牌=["Ikarao"]
"ASIN 商品名称",ASIN,分类,"曝光: 曝光总量",曝光量：评级（中位数）,"曝光：售价(中位数)",曝光：当日达配送速度,"曝光量：1 天配送速度","曝光量：2 天配送速度","点击: 点击量","点击：点击率 （CTR）","点击量：价格(中位数)",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,"加入购物车 : 加购数",加入购物车：售价（中位数）,购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",下单成交：成交总量,下单成交：搜索来源销售额,"购买次数：转化率 %",购买次数：评分（中位数）,购买次数：价格（中位数）,下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"Ikarao Karaoke Machine for Adults, with Lyrics Display Screen, 32GB Karaoke Tablet, 2 Wireless Microphones, Karaoke Speaker with Autotune EQ, Connect TV, Portable Karaoke System for Home Outdoor Party","B0FNCQW2K3","Musical Instruments","314363",,"215.99","19698","137969","81048","2190","0.7","215.99","153","959","678","401","215.99","39","185","126","114","25104.72","5.21",,"215.99","11","53","42","2026-06-30"
"Ikarao Bluetooth Wireless Microphone for Shell S1 & Shell S2 Karaoke Machine, Replacement/Accessory Mic with 8 Sound Effects, 20H Battery, Pro Dynamic Mic for Duet (1PC)","B0GDX79PNF","Musical Instruments","6579",,"49.99","422","2956","1161","38","0.58","49.99","4","14","12","11","49.99","1","5","3","4","249.95","10.53",,"49.99","0","3","1","2026-06-30"
"Ikarao Bluetooth Wireless Microphone for Break X1 & X2 Karaoke Machine, Replacement/Accessory Mic with 8 Sound Effects, 20H Battery, Pro Dynamic Mic for Duet (1PC) ONLY for SN BKX1b, BKX2b, BKX2d","B0GDXRFSN4","Musical Instruments","5714",,"49.99","67","1205","1897","91","1.59","49.99","0","22","40","32","49.99","0","11","15","14","949.81","15.38",,"49.99","0","3","9","2026-06-30"
"Ikarao Wireless Microphone with Dual Channel Receiver & UV Self-Cleaning Storage Case, 2 Handheld Dynamic Mics, 20H Battery, 100ft Range, Plug & Play Karaoke Mic for JBL, Party, Home, Church (Black)","B0GGGH49NR","Musical Instruments","105510",,"129.99","1589","24583","28511","502","0.48","129.99","10","136","176","69","129.99","0","24","29","22","3223.73","4.38",,"159.99","0","10","10","2026-06-30"
"Ikarao Wireless Microphone with Dual Channel Receiver & UV Self-Cleaning Storage Case, 2 Handheld Dynamic Mics, 20H Battery, 100ft Range, Plug & Play Karaoke Mic for JBL, Party, Home, Church (Gray)","B0GLWZXG3R","Camera","251",,"159.99","0","22","51","1","0.4","159.99","0","0","0","1","159.99","0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Break X2 Karaoke Machine for Adult Bundle with Speaker Stand Adjustable Height 36""-47""","B0GV3DWT7G","Musical Instruments","1670",,"436.08","0","31","188","17","1.02","436.08","0","0","0","1","436.08","0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Break X1 Karaoke Machine for Adults with Lyrics Display Bundle with Speaker Stand Adjustable Height 36""-47""","B0GV3FPMF8","Toys","1772",,"636.38","0","61","346","34","1.92","636.38","0","0","9","5","636.38","0","0","2","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Sparkle Karaoke Machine for Kids, Built-in AR Camera, Interactive Music Video Games, HDMI TV Karaoke System with 2 Wireless Mics, Gift for Boys & Girls Ages 3-12, Birthdays and Family Parties","B0GVDSH16C","Toys","186",,"349.99","0","3","19","1","0.54","349.99","0","0","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Sparkle Kids Karaoke Machine with AR Camera, Interactive Music Video Games, HDMI TV Karaoke System, 2 Wireless Mics, Gift for Boys & Girls 3–12, Birthdays & Family Parties","B0GVML8C2L","Musical Instruments","3416",,"349.99","3","49","215","23","0.67","349.99","0","0","1","1","349.99","0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Break X2 Karaoke Machine for Adult Bundle with Speaker Stand Adjustable Height 36""-47""","B0GWP5D83L","Musical Instruments","1713",,"504.88","0","108","363","17","0.99","504.88","0","1","4","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Karaoke Machine Bundle with 4 Wireless Microphones, 300W Smart Speaker with Lyrics Display & 32GB Tablet, 2 Built-in + 2 Dual-Channel Mics(UV Self-Cleaning Case), 100ft Range, Party Home System","B0GWPRJMLT","Musical Instruments","2020",,"524.58","1","362","526","12","0.59","524.58","0","2","2","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Portable Karaoke Machine for Adults with Built-in Lyrics Display & Screen, 140W Bluetooth Speaker, Bundle with 4 Wireless Mics, Dual Channel Plug & Play Mic System, 20H Battery, 100ft Range","B0GWPT81TK","Musical Instruments","1699",,"423.28","27","579","499","5","0.29","423.28","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Karaoke Machine for Adults with 4 Wireless Mics, 13.3"" Lyrics Display, 460W Bluetooth Speaker, Plug & Play Dual Channel Wireless Mic System, 20H Battery, 100ft Range for Home Party & Church","B0GWQH5MP2","Musical Instruments","3215",,"722.38","1","515","1171","24","0.75","722.38","0","2","9","1","722.38","0","0","1","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Ikarao Karaoke Machine for Adults with Lyrics Display, 10.1"" Screen, 280W Karaoke Speaker, Bundle with 4 Wireless Mics, Dual Channel Plug & Play Mic System, 20H Battery, 100ft Range, HDMI for TV","B0GWQW2L9J","Musical Instruments","1659",,"520.78","0","129","206","1","0.06",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Break X1 & X2 (1PC)","B0GWTTY3HZ","Musical Instruments","757",,"639.98","0","103","254","1","0.13","639.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Break X1 & X2 (1PC)","B0GWTVGMFW","Musical Instruments","617",,"440.98","0","16","30","1","0.16","440.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Shell S1 & S2 (1PC)","B0GWTVN8V4","Musical Instruments","345",,"389.98","0","15","42","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Shell S1 & S2 (1PC)","B0GWTWGV79","Musical Instruments","1034",,"339.98","31","451","213","2","0.19",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Break X1 & X2 (1PC)","B0GWTWL5MC","Musical Instruments","943",,"469.98","3","183","314","6","0.64","469.98","0","1","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Shell S1 & S2 (1PC)","B0GWTWLF8Y","Musical Instruments","1006",,"440.98","0","214","332","1","0.1",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Shell S1 & S2 (1PC)","B0GWTX4Y3G","Musical Instruments","793",,"440.98","4","62","80","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Break X1 & X2 (1PC)","B0GWTXRJK9","Musical Instruments","772",,"439.98","0","110","182","1","0.13",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Shell S1 & S2 (1PC)","B0GWTXS7WL","Musical Instruments","743",,"389.98","12","95","63","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2026-06-30"
"Replacement/Accessory Mic for Shell S1 & S2 (1PC)","B0GWV1Y1XV","Musical Instruments","1028",,"440.98","0","34","117","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2026-06-30"
"Ikarao Karaoke Machine for Adults with Lyrics Display, 10.1"" Screen, 280W Karaoke Speaker, Bundle with 4 Wireless Mics, Dual Channel Plug & Play Mic System, 20H Battery, 100ft Range, HDMI for TV","B0H1M83H74","Toys","2165",,"520.78","0","365","940","16","0.74","520.78","0","0","5","1","520.78","0","0","1","0","0.0","0.0",,,"0","0","0","2026-06-30"
