ASIN 或商品=["B0CLLT85Y6"],报告范围=["每月"],选择年份=["2026"],选择月份=["3 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"break x1","22","20","482","18","3.73","9","45.0","5","55.56","599.49","599.99","0","0","6","4","20.0","3","75.0","599.49","599.99","0","0","2","1","5.0","0","0.0","399.99",,"0","0","1","2026-03-31"
"karaoke with lyrics songs","98","110","5909","65","1.1","3","2.73","0","0.0","1135.32",,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"smart karaoke machine with screen","93","166","4612","71","1.54","66","39.76","0","0.0","189.99",,"2","15","23","13","7.83","0","0.0","189.99",,"0","4","5","1","0.6","0","0.0","82.99",,"0","0","1","2026-03-31"
"bocina con pantalla para karaoke","74","253","5348","58","1.08","106","41.9","1","0.94","269.99","599.49","1","12","14","6","2.37","0","0.0","44.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"magic sing karaoke system 2025","92","706","19473","74","0.38","305","43.2","0","0.0","499.0",,"4","56","81","40","5.67","0","0.0","499.0",,"1","11","8","4","0.57","0","0.0","183.99",,"1","1","1","2026-03-31"
"ikaroa karaoke machine","94","46","1103","32","2.9","31","67.39","1","3.23","299.99","599.99","2","19","5","10","21.74","0","0.0","299.99",,"0","6","3","4","8.7","0","0.0","319.99",,"0","4","0","2026-03-31"
"jbl karaoke machine with 2 microphones","60","5516","117972","73","0.06","2591","46.97","2","0.08","299.95","599.99","105","673","795","421","7.63","0","0.0","299.95",,"24","124","138","47","0.85","0","0.0","229.12",,"6","11","21","2026-03-31"
"karaoke","8","41039","1031612","2392","0.23","10910","26.58","7","0.06","59.99","599.99","1486","4096","1889","2333","5.68","1","0.04","47.68","599.99","402","954","382","536","1.31","0","0.0","47.68",,"130","256","63","2026-03-31"
"karokee machine with bluetooth and wireless microphone for adults","100","12601","343398","25","0.01","4467","35.45","1","0.02","59.99","699.99","746","1874","982","1310","10.4","0","0.0","59.99",,"252","593","253","392","3.11","0","0.0","59.99",,"103","192","56","2026-03-31"
"karaoke speaker with screen","34","118","2656","26","0.98","58","49.15","2","3.45","249.99","599.99","5","15","18","4","3.39","1","25.0","129.97","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoke machine ikarao","52","133","2963","103","3.48","59","44.36","3","5.08","279.99","599.99","6","19","16","6","4.51","0","0.0","299.99",,"1","4","1","2","1.5","0","0.0","299.99",,"1","1","0","2026-03-31"
"ikaro karaoke","53","107","2158","98","4.54","18","16.82","3","16.67","299.99","599.99","0","10","5","2","1.87","0","0.0","299.99",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao smart karaoke machine","56","60","1617","49","3.03","22","36.67","4","18.18","399.99","599.99","0","8","5","4","6.67","0","0.0","299.99",,"0","2","1","1","1.67","0","0.0","66.48",,"0","0","1","2026-03-31"
"karaoke machine with lyrics display","24","7613","203213","736","0.36","3000","39.41","3","0.1","109.99","599.99","326","1199","718","549","7.21","0","0.0","110.47",,"65","231","123","108","1.42","0","0.0","79.99",,"13","57","25","2026-03-31"
"ikaro x1","87","6","43","6","13.95","4","66.67","2","50.0","399.99","599.99","0","1","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoking karaoke machine","13","4201","109253","1230","1.13","121","2.88","0","0.0","135.99",,"0","14","9","16","0.38","0","0.0","69.99",,"0","4","2","2","0.05","0","0.0","47.68",,"0","1","0","2026-03-31"
"ikaroo karaoke machine","11","344","8944","310","3.47","165","47.97","14","8.48","299.99","599.99","16","82","35","32","9.3","3","9.38","319.99","599.99","1","15","8","7","2.03","0","0.0","299.99",,"0","6","0","2026-03-31"
"karaoke machine with screen","23","4754","119616","779","0.65","1923","40.45","3","0.16","139.99","599.99","172","654","501","271","5.7","0","0.0","159.99",,"24","89","67","38","0.8","0","0.0","79.99",,"6","18","4","2026-03-31"
"ikarao - karaoke machine with lyrics display, 13.3"" screen, 2 wireless mics (hidden & self-charging), 460w bluetooth speaker, tv","41","7","164","4","2.44","4","57.14","1","25.0","399.99","699.99","0","1","2","1","14.29","1","100.0","699.99","699.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao break","65","32","983","29","2.95","23","71.88","3","13.04","399.99","587.99","2","4","7","6","18.75","0","0.0","349.99",,"0","1","1","1","3.13","0","0.0","399.99",,"0","0","1","2026-03-31"
"videoke karaoke machine filipino","55","285","5521","201","3.64","24","8.42","0","0.0","399.99",,"1","4","3","5","1.75","0","0.0","289.71",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoke ikarao x1","57","5","110","5","4.55","5","100.0","5","100.0","591.02","591.02","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao karaoke machine for adults with lyrics display","10","9","229","9","3.93","5","55.56","4","80.0","591.02","591.02","0","1","0","3","33.33","2","66.67","591.02","591.02","0","1","0","2","22.22","2","100.0","591.02","591.02","0","0","0","2026-03-31"
"ikarao karaoke","30","93","2375","82","3.45","44","47.31","2","4.55","299.99","599.99","1","14","2","7","7.53","1","14.29","299.99","599.99","0","1","0","2","2.15","0","0.0","299.99",,"0","1","0","2026-03-31"
"joog","90","54","906","5","0.55","4","7.41","2","50.0","199.99","591.02","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"tonor k20 wireless karaoke machine","61","174","4856","107","2.2","87","50.0","1","1.15","199.99","587.99","4","17","19","13","7.47","0","0.0","199.99",,"0","3","6","4","2.3","0","0.0","199.99",,"0","1","3","2026-03-31"
"ikarao break x1 karaoke machine with 13.3’’ screen”.","47","1","14","1","7.14","1","100.0","1","100.0","599.99","599.99","0","0","0","1","100.0","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao","4","1812","54242","1559","2.87","765","42.22","108","14.12","379.99","599.99","32","239","217","97","5.35","15","15.46","349.99","599.99","5","26","34","17","0.94","2","11.76","399.99","599.99","1","4","7","2026-03-31"
"ikarao break x1 karaoke system","32","5","107","5","4.67","3","60.0","3","100.0","599.99","599.99","0","0","2","1","20.0","1","100.0","599.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikaro break x1","15","29","230","27","11.74","18","62.07","11","61.11","599.99","599.99","0","5","6","5","17.24","3","60.0","599.99","599.99","0","0","2","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao karaoke machine with lyrics display","89","5","220","5","2.27","3","60.0","2","66.67","599.99","599.99","0","1","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"irakao karaoke x1","35","6","130","6","4.62","2","33.33","2","100.0","599.99","599.99","0","0","2","1","16.67","1","100.0","599.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"breakx1","37","3","85","3","3.53","2","66.67","2","100.0","599.99","599.99","0","0","0","1","33.33","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoke machine","9","186437","4536004","1004","0.02","70374","37.75","23","0.03","59.99","599.99","11159","29340","14076","18495","9.92","1","0.01","49.99","599.99","3531","8038","3399","5160","2.77","0","0.0","49.67",,"1344","2444","823","2026-03-31"
"karaoke with lyrics","6","15262","524830","4816","0.92","321","2.1","2","0.62","4180.85","42387.89","12","41","22","28","0.18","0","0.0","169.99",,"0","6","5","1","0.01","0","0.0","229.98",,"0","1","0","2026-03-31"
"ikareo karaoke machine x1","44","2","44","2","4.55","1","50.0","1","100.0","599.99","599.99","0","0","0","1","50.0","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao break x1 portable karaoke machine","21","6","170","6","3.53","4","66.67","1","25.0","399.99","591.02","0","1","1","1","16.67","1","100.0","591.02","591.02","0","0","0","1","16.67","1","100.0","591.02","591.02","0","0","0","2026-03-31"
"karaoke machine professional","83","531","15699","45","0.29","159","29.94","1","0.63","357.71","599.99","7","45","26","20","3.77","0","0.0","399.99",,"0","4","6","3","0.56","0","0.0","209.99",,"0","2","1","2026-03-31"
"karaoke machine for adults with lyrics display","28","569","15914","174","1.09","200","35.15","7","3.5","135.99","599.99","11","77","57","27","4.75","0","0.0","130.01",,"0","12","10","8","1.41","0","0.0","110.47",,"0","4","3","2026-03-31"
"ikaro","25","91","2163","79","3.65","38","41.76","5","13.16","399.99","599.99","2","11","10","5","5.49","1","20.0","399.99","849285.88","0","2","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"best karaoke system for smart tv","72","203","4914","74","1.51","39","19.21","1","2.56","119.99","587.99","3","12","12","4","1.97","0","0.0","379.99",,"0","1","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"korean karaoke machine","82","648","17696","84","0.47","146","22.53","0","0.0","149.99",,"16","41","27","7","1.08","0","0.0","357.71",,"0","1","2","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikaro break x2","63","31","355","31","8.73","16","51.61","3","18.75","399.99","599.99","0","3","7","3","9.68","0","0.0","399.99",,"0","0","3","2","6.45","0","0.0","399.99",,"0","0","2","2026-03-31"
"ikarao karaoke machine for adults","27","46","1349","36","2.67","23","50.0","4","17.39","319.99","591.02","1","7","5","5","10.87","1","20.0","319.99","591.02","0","1","2","1","2.17","0","0.0","319.99",,"0","1","0","2026-03-31"
"smart karaoke machine for adults - with lyrics display screen,break x2","91","3","99","3","3.03","3","100.0","2","66.67","599.99","599.99","0","0","3","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoke con pantalla","29","488","11982","340","2.84","122","25.0","2","1.64","191.99","599.99","5","31","27","12","2.46","0","0.0","259.99",,"0","2","4","3","0.61","0","0.0","69.99",,"0","1","0","2026-03-31"
"hdmi karaoke machine","76","188","5698","91","1.6","63","33.51","0","0.0","99.7",,"8","22","17","3","1.6","0","0.0","59.99",,"1","0","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao karaoke machine x1","16","38","967","32","3.31","14","36.84","4","28.57","399.99","599.99","0","2","5","2","5.26","1","50.0","399.99","685.99","0","0","1","2","5.26","1","50.0","399.99","685.99","0","0","1","2026-03-31"
"ikarao smart karaoke machine with screen","42","3","142","3","2.11","3","100.0","1","33.33","399.99","685.99","0","3","0","1","33.33","1","100.0","685.99","685.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"kareoke","77","1859","50095","54","0.11","640","34.43","1","0.16","49.99",,"101","267","106","165","8.88","0","0.0","47.68",,"33","72","21","39","2.1","0","0.0","44.99",,"7","26","4","2026-03-31"
"ikaraox1","39","3","26","3","11.54","2","66.67","2","100.0","569.99","569.99","0","0","0","1","33.33","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikatao karaoke machine","81","10","208","10","4.81","6","60.0","2","33.33","319.99","599.99","1","2","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"videoke karaoke machine","66","159070","2495592","99","0.0","6427","4.04","1","0.02","4184.35","699.99","19","69","49","516","0.32","0","0.0","4152.51",,"4","7","2","2","0.0","0","0.0","21.99",,"2","0","0","2026-03-31"
"ikarao break x1 portable party karaoke","48","1","22","1","4.55","1","100.0","1","100.0","599.99","599.99","0","0","0","1","100.0","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"all in one karaoke machine","85","130","3386","80","2.36","40","30.77","0","0.0","227.99",,"5","10","13","4","3.08","0","0.0","129.97",,"0","1","3","3","2.31","0","0.0","129.97",,"0","1","2","2026-03-31"
"smart karaoke","58","257","5189","176","3.39","15","5.84","0","0.0","1199.99",,"0","1","2","1","0.39","0","0.0","43.79",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoke ikarao","26","31","898","29","3.23","17","54.84","5","29.41","399.99","599.99","0","3","6","2","6.45","1","50.0","349.99","599.49","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao karaoke machine for adults with lyrics display, built-in 13.3"" screen, truly all in one karaoke machine with 2 wireless microphone (hidden & self charging), 460w bluetooth speaker for party, tv","38","3","86","3","3.49","2","66.67","2","100.0","599.99","599.99","0","0","1","1","33.33","1","100.0","599.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao smart karaoke machine for adults","62","203","9142","106","1.16","28","13.79","1","3.57","299.99","599.99","6","13","3","13","6.4","0","0.0","332.47",,"3","7","2","4","1.97","0","0.0","319.99",,"0","2","1","2026-03-31"
"jbl karaoke machine","78","2325","47167","52","0.11","921","39.61","1","0.11","299.95","599.99","48","282","294","116","4.99","0","0.0","249.95",,"12","42","36","28","1.2","0","0.0","199.99",,"5","5","10","2026-03-31"
"ikarao karaoke machine break x1","69","6","166","6","3.61","3","50.0","3","100.0","599.99","599.99","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"professional karaoke machine system","95","1001","24203","69","0.29","422","42.16","0","0.0","329.0",,"17","107","101","81","8.09","0","0.0","219.99",,"4","23","19","10","1.0","0","0.0","139.99",,"0","2","4","2026-03-31"
"professional karaoke machine with lyrics display screen for adults","99","70","2657","27","1.02","16","22.86","1","6.25","443.68","599.99","1","3","2","3","4.29","0","0.0","443.68",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"best karaoke machine","51","924","23891","178","0.75","170","18.4","1","0.59","146.28","591.02","8","56","49","23","2.49","0","0.0","109.99",,"2","10","7","7","0.76","0","0.0","59.99",,"1","4","2","2026-03-31"
"karaoke equipment","59","2505","61864","137","0.22","496","19.8","1","0.2","149.99","599.99","19","116","126","40","1.6","0","0.0","99.98",,"1","15","8","4","0.16","0","0.0","49.99",,"0","1","2","2026-03-31"
"karaoke machine hdmi","96","191","4904","67","1.37","100","52.36","0","0.0","106.28",,"14","47","20","12","6.28","0","0.0","129.97",,"0","6","4","4","2.09","0","0.0","64.99",,"0","4","0","2026-03-31"
"ikarao breakx1","70","5","66","5","7.58","3","60.0","3","100.0","685.99","685.99","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoke machine with hdmi","73","135","3526","108","3.06","74","54.81","0","0.0","129.97",,"11","35","9","9","6.67","0","0.0","159.99",,"0","5","1","2","1.48","0","0.0","129.97",,"0","1","1","2026-03-31"
"karaoke with screen","75","274","7486","57","0.76","108","39.42","1","0.93","189.99","599.99","2","37","23","14","5.11","0","0.0","205.84",,"1","5","3","2","0.73","0","0.0","249.99",,"1","0","1","2026-03-31"
"karaoke machine for adults","2","98879","2412521","11788","0.49","38217","38.65","83","0.22","72.19","599.99","5581","15571","8197","9558","9.67","8","0.08","59.99","599.99","1759","4043","1897","2502","2.53","4","0.16","59.99","599.99","601","1163","442","2026-03-31"
"all-in-one bt-369pro 1000w karaoke system touch screen & unlimited youtube songs with hdmi video and audio","45","1","60","1","1.67","1","100.0","1","100.0","599.99","599.99","0","0","0","1","100.0","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"all-in-one karaoke systems with led lights and lyrics display","80","321","6855","48","0.7","145","45.17","1","0.69","189.99","599.99","7","38","45","29","9.03","0","0.0","159.99",,"2","9","9","2","0.62","0","0.0","53.99",,"1","1","0","2026-03-31"
"smart karaoke machine","67","252","6447","98","1.52","105","41.67","1","0.95","139.99","587.99","11","38","27","15","5.95","0","0.0","129.97",,"2","5","2","2","0.79","0","0.0","59.99",,"0","2","0","2026-03-31"
"karafun karaoke machine","12","551","14018","295","2.1","202","36.66","6","2.97","234.99","599.99","26","69","62","33","5.99","1","3.03","299.99","599.49","7","14","7","8","1.45","1","12.5","59.99","599.49","1","3","2","2026-03-31"
"ikarao break x1","3","358","8253","322","3.9","173","48.32","113","65.32","599.99","599.99","5","39","44","37","10.34","28","75.68","599.99","599.99","1","8","9","7","1.96","4","57.14","599.99","599.99","0","2","3","2026-03-31"
"ikarao karaoke machine","1","4590","115949","3982","3.43","2147","46.78","209","9.73","319.99","599.99","141","829","624","402","8.76","32","7.96","332.47","599.99","25","148","132","95","2.07","9","9.47","319.99","599.99","6","35","31","2026-03-31"
"ilarao karaoke machine","50","66","1377","59","4.28","39","59.09","5","12.82","379.99","599.49","0","10","23","4","6.06","0","0.0","229.99",,"0","3","1","1","1.52","0","0.0","399.99",,"0","1","0","2026-03-31"
"bocina ikarao pantalla","43","2","44","2","4.55","1","50.0","1","100.0","699.99","699.99","0","1","0","1","50.0","1","100.0","699.99","699.99","0","1","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikaro karaoke machine","14","152","4194","145","3.46","77","50.66","15","19.48","399.99","599.99","2","32","27","14","9.21","2","14.29","399.99","685.99","0","6","6","3","1.97","0","0.0","379.99",,"0","0","3","2026-03-31"
"ikarao break x2 karaoke machine","7","324","8875","296","3.34","163","50.31","17","10.43","399.99","599.99","2","59","49","48","14.81","5","10.42","399.99","599.99","0","15","17","18","5.56","1","5.56","399.99","599.99","0","6","10","2026-03-31"
"ikarao karaoke machine for adults with lyrics display, built-in 13.3"" screen, truly all in one karaoke machine with 2 wireless microphone","17","4","58","4","6.9","4","100.0","4","100.0","699.99","699.99","0","3","0","1","25.0","1","100.0","699.99","699.99","0","1","0","1","25.0","1","100.0","685.99","685.99","0","1","0","2026-03-31"
"ikarao break x1 karaoke machine","5","91","2368","76","3.21","38","41.76","28","73.68","591.02","599.99","1","5","4","9","9.89","8","88.89","599.99","599.99","0","1","0","3","3.3","3","100.0","599.99","599.99","0","1","0","2026-03-31"
"ikarao karaoke machine 10.1"" screen, 280w","19","9","191","7","3.66","9","100.0","1","11.11","319.99","599.99","0","6","1","2","22.22","1","50.0","319.99","599.99","0","2","0","2","22.22","1","50.0","319.99","599.99","0","2","0","2026-03-31"
"karaoke machine for adults with screen","33","990","23529","74","0.31","394","39.8","1","0.25","159.99","699.99","35","127","125","62","6.26","1","1.61","179.99","699.99","6","19","18","15","1.52","0","0.0","159.99",,"4","5","4","2026-03-31"
"karaoke screen","64","324","6958","141","2.03","76","23.46","0","0.0","59.49",,"12","33","13","6","1.85","0","0.0","66.47",,"2","3","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikaroa break x1","31","9","32","9","28.13","4","44.44","3","75.0","599.99","599.99","0","1","0","1","11.11","1","100.0","599.99","599.99","0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"ikarao speaker","71","25","624","5","0.8","11","44.0","3","27.27","449.99","685.99","0","1","6","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-31"
"karaoke machine ikararo x1","49","1","60","1","1.67","1","100.0","1","100.0","599.99","599.99","0","0","1","1","100.0","1","100.0","599.99","599.99","0","0","1","0","0.0","0",,,,"0","0","0","2026-03-31"
"professional karaoke machine","68","1301","34333","85","0.25","443","34.05","1","0.23","399.99","599.99","16","88","101","64","4.92","0","0.0","309.99",,"5","13","15","11","0.85","0","0.0","199.99",,"2","4","2","2026-03-31"
"karaoke systems","36","1566","40413","188","0.47","409","26.12","4","0.98","110.47","515.05","45","128","102","70","4.47","0","0.0","76.49",,"11","19","16","13","0.83","0","0.0","72.19",,"4","5","2","2026-03-31"
