ASIN 或商品=["B0DCZQX11P"],报告范围=["每月"],选择年份=["2026"],选择月份=["1 月"]
搜索查询,搜索查询得分,搜索查询量,曝光：曝光总量,"曝光量：ASIN 计数","曝光：ASIN 曝光占比 %",点击量：总次数,"点击量：点击率 %","点击量：ASIN 数量","点击量：ASIN 份额 %","点击量：价格(中位数)","点击量：ASIN 售价（中位数）",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,购物车添加：总数,"加入购物车：加购率%","加购：ASIN 数量","加入购物车：ASIN 加购占比 %",加入购物车：售价（中位数）,"加入购物车：ASIN 价格（中位数）",购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",购买：下单总数,"下单成交：成交转化率%","下单成交：ASIN 数量","下单: ASIN 占比 %",购买次数：价格（中位数）,"购买：ASIN 价格（中位数）",下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"portable karaoke machine","12","6232","150957","2184","1.45","2322","37.26","26","1.12","53.68","279.99","304","690","487","569","9.13","3","0.53","39.98","262.49","93","185","115","152","2.44","0","0.0","33.99",,"31","57","29","2026-01-31"
"chinese karaoke machine","100","1185","35265","615","1.74","628","53.0","6","0.96","599.0","262.49","9","28","26","18","1.52","0","0.0","599.0",,"0","1","0","4","0.34","0","0.0","599.0",,"0","1","0","2026-01-31"
"karaoke adult","76","92","2128","42","1.97","46","50.0","1","2.17","99.99","262.49","1","6","26","8","8.7","1","12.5","72.99","262.49","0","0","4","2","2.17","1","50.0","51.42","262.49","0","0","2","2026-01-31"
"ikarao shell1","65","11","100","19","19.0","7","63.64","4","57.14","262.49","262.49","0","3","4","1","9.09","1","100.0","349.99","349.99","0","1","0","1","9.09","1","100.0","349.99","349.99","0","1","0","2026-01-31"
"ikarao","6","2713","78095","3335","4.27","1297","47.81","178","13.72","279.99","262.49","57","265","315","162","5.97","28","17.28","279.99","262.49","9","36","40","32","1.18","7","21.88","279.99","262.49","2","11","10","2026-01-31"
"ikarao smart karaoke machine for adults","10","435","15425","518","3.36","141","32.41","18","12.77","332.47","262.49","5","29","41","31","7.13","7","22.58","332.48","262.49","1","6","9","13","2.99","2","15.38","332.48","262.49","0","0","5","2026-01-31"
"ikarao break x2","41","543","14373","832","5.79","248","45.67","15","6.05","332.48","262.49","7","41","81","42","7.73","2","4.76","332.48","262.49","0","10","14","15","2.76","0","0.0","332.48",,"0","3","5","2026-01-31"
"karaoke machine with tv connection","74","92","2167","43","1.98","35","38.04","1","2.86","101.96","262.49","0","5","15","10","10.87","1","10.0","72.99","262.49","0","1","3","1","1.09","1","100.0","262.49","262.49","0","0","1","2026-01-31"
"karaoke machine with autotune","44","857","23157","743","3.21","421","49.12","11","2.61","123.47","262.49","28","143","92","64","7.47","2","3.13","123.47","262.49","5","23","10","12","1.4","0","0.0","129.99",,"1","5","1","2026-01-31"
"karaoke with lyrics","7","9609","242835","13399","5.52","189","1.97","6","3.17","485.38","2147.52","4","13","16","21","0.22","1","4.76","349.99","2147.52","1","1","3","0","0.0","0",,,,"0","0","0","2026-01-31"
"magic sing karaoke system 2025","37","1987","47620","1229","2.58","786","39.56","12","1.53","499.0","262.49","16","108","157","91","4.58","1","1.1","499.0","262.49","2","17","19","8","0.4","0","0.0","504.0",,"0","1","2","2026-01-31"
"karafun karaoke machine","18","927","23598","868","3.68","309","33.33","19","6.15","159.99","279.99","30","77","68","55","5.93","4","7.27","249.99","279.99","5","17","10","10","1.08","1","10.0","249.99","279.99","1","3","3","2026-01-31"
"ikaro karaoke machine","97","303","8144","323","3.97","154","50.83","8","5.19","332.48","262.49","7","34","55","29","9.57","1","3.45","262.49","262.49","3","6","12","6","1.98","0","0.0","249.99",,"2","2","1","2026-01-31"
"autotune microphone","34","5102","124183","1495","1.2","1802","35.32","13","0.72","29.99","279.99","176","516","429","213","4.17","1","0.47","29.88","279.99","23","69","49","31","0.61","0","0.0","24.99",,"3","15","7","2026-01-31"
"wuality kareoke","75","3","66","6","9.09","3","100.0","2","66.67","262.49","262.49","0","2","1","1","33.33","1","100.0","262.49","262.49","0","1","0","1","33.33","1","100.0","262.49","262.49","0","1","0","2026-01-31"
"ikaro","46","143","2709","120","4.43","56","39.16","7","12.5","249.99","262.49","7","15","14","8","5.59","2","25.0","262.49","262.49","0","2","5","1","0.7","1","100.0","262.49","262.49","0","0","1","2026-01-31"
"karaoke machine","1","251822","5990121","84327","1.41","93623","37.18","476","0.51","56.99","262.49","8880","26169","21859","24138","9.59","72","0.3","53.68","262.49","2942","7278","5331","6137","2.44","20","0.33","53.68","262.49","1128","2272","1260","2026-01-31"
"singing machine platinum plus","50","116","2843","127","4.47","52","44.83","3","5.77","349.99","262.49","0","4","13","14","12.07","2","14.29","324.99","262.49","0","2","5","4","3.45","1","25.0","349.99","262.49","0","1","2","2026-01-31"
"karokee machine with bluetooth and wireless microphone for adults","13","14564","380718","2784","0.73","5253","36.07","16","0.3","59.99","279.99","599","1506","1209","1486","10.2","1","0.07","53.99","279.99","193","469","316","338","2.32","0","0.0","54.99",,"65","114","73","2026-01-31"
"professional karaoke machine system","77","1396","34897","704","2.02","564","40.4","2","0.35","299.0","262.49","22","87","123","90","6.45","1","1.11","129.99","262.49","4","26","22","12","0.86","0","0.0","119.99",,"1","5","5","2026-01-31"
"smart karaoke machine","98","483","11990","414","3.45","138","28.57","5","3.62","223.99","262.49","5","23","40","17","3.52","1","5.88","169.97","262.49","0","1","9","4","0.83","0","0.0","64.99",,"0","1","2","2026-01-31"
"professional karaoke machine","33","1582","43312","811","1.87","545","34.45","7","1.28","332.48","262.49","15","85","130","91","5.75","2","2.2","151.99","262.49","7","18","28","14","0.88","1","7.14","249.99","262.49","3","5","3","2026-01-31"
"karaoke player","19","3002","56247","3120","5.55","209","6.96","2","0.96","628.0","15483.76","3","12","21","6","0.2","0","0.0","799.0",,"0","0","2","0","0.0","0",,,,"0","0","0","2026-01-31"
"ikarao break x2 portable karaoke machine","52","49","1354","47","3.47","16","32.65","4","25.0","332.48","262.49","0","5","5","3","6.12","2","66.67","262.49","262.49","0","3","0","2","4.08","1","50.0","262.49","262.49","0","2","0","2026-01-31"
"ikarao break x1 karaoke machine","55","214","5486","236","4.3","95","44.39","5","5.26","531.98","262.49","1","20","28","13","6.07","1","7.69","531.98","262.49","0","5","5","3","1.4","1","33.33","531.98","262.49","0","3","0","2026-01-31"
"ikarao karaoke machine for adults, with lyrics display, 10.1"" screen, 280w, 2+2 channel, 2 wireless microphone, autotune eq, self-charging, portable home karaoke system with karafun prime, hdmi for tv","42","28","796","34","4.27","17","60.71","8","47.06","262.49","279.99","1","8","4","5","17.86","3","60.0","262.49","279.99","0","4","0","1","3.57","1","100.0","262.49","262.49","0","1","0","2026-01-31"
"karaoke machine ikarao","96","144","4099","159","3.88","78","54.17","14","17.95","249.99","262.49","7","22","24","12","8.33","1","8.33","249.99","349.99","2","1","1","4","2.78","0","0.0","249.99",,"2","0","0","2026-01-31"
"karaoke machine for adults with lyrics display","56","1216","35746","648","1.81","484","39.8","4","0.83","123.47","262.49","24","126","137","95","7.81","2","2.11","159.97","262.49","6","27","26","16","1.32","0","0.0","129.99",,"1","7","4","2026-01-31"
"ikareo","64","25","260","32","12.31","13","52.0","5","38.46","279.99","279.99","0","1","2","1","4.0","1","100.0","262.49","262.49","0","0","0","1","4.0","1","100.0","262.49","262.49","0","0","0","2026-01-31"
"ikarao smart karaoke machine for adults-break - 2 with wireless microphones","73","6","126","12","9.52","6","100.0","2","33.33","262.49","262.49","0","0","6","1","16.67","1","100.0","262.49","262.49","0","0","1","1","16.67","1","100.0","262.49","262.49","0","0","1","2026-01-31"
"karokee machine with bluetooth and wireless microphone for adults lyrics","84","6","131","4","3.05","4","66.67","1","25.0","191.99","262.48","0","1","0","1","16.67","1","100.0","262.48","262.48","0","0","0","1","16.67","1","100.0","279.99","279.99","0","0","0","2026-01-31"
"maquina de karaoke","62","455","10965","316","2.88","176","38.68","11","6.25","504.0","969769.31","2","13","15","19","4.18","2","10.53","189.0","262.49","0","3","1","4","0.88","0","0.0","29.99",,"0","1","0","2026-01-31"
"ikaroo karaoke machine","25","670","15980","683","4.27","311","46.42","16","5.14","249.99","262.49","14","70","78","39","5.82","3","7.69","249.99","262.49","1","12","7","10","1.49","1","10.0","332.48","279.99","0","4","3","2026-01-31"
"karaoke machine for tv","14","4658","122101","2366","1.94","1704","36.58","8","0.47","101.96","262.49","136","456","438","260","5.58","1","0.38","99.99","279.99","21","70","67","61","1.31","1","1.64","101.96","279.99","4","21","22","2026-01-31"
"kareokee machine with bluetooth and wireless microphone for adults","21","8426","203699","2163","1.06","2988","35.46","11","0.37","60.41","262.49","255","862","665","807","9.58","2","0.25","56.99","262.49","84","251","176","190","2.25","0","0.0","55.47",,"24","78","35","2026-01-31"
"karaoke machine pitch change lyric display","82","11","241","7","2.9","5","45.45","1","20.0","249.99","279.99","0","0","0","1","9.09","1","100.0","279.99","279.99","0","0","0","1","9.09","1","100.0","279.99","279.99","0","0","0","2026-01-31"
"ikarao karaoke machine shell s1","29","51","1243","70","5.63","29","56.86","14","48.28","262.49","262.49","0","3","10","4","7.84","2","50.0","249.99","262.49","0","1","0","3","5.88","2","66.67","262.49","262.49","0","1","0","2026-01-31"
"karaoke machine with screen jbl","88","4","90","2","2.22","3","75.0","1","33.33","144.29","262.49","0","1","1","1","25.0","1","100.0","262.49","262.49","0","0","0","1","25.0","1","100.0","262.49","262.49","0","0","0","2026-01-31"
"autotune","22","2859","69008","2038","2.95","875","30.61","18","2.06","128.99","262.49","30","187","185","103","3.6","1","0.97","148.99","279.99","0","26","22","15","0.52","0","0.0","125.99",,"0","5","2","2026-01-31"
"s2 shell karaoke machine","83","3","66","6","9.09","3","100.0","1","33.33","249.99","262.49","0","2","1","1","33.33","1","100.0","262.49","262.49","0","0","1","1","33.33","1","100.0","262.49","262.49","0","0","1","2026-01-31"
"karaoke machine ikarao s1","69","5","300","10","3.33","3","60.0","3","100.0","262.49","262.49","0","3","0","1","20.0","1","100.0","262.49","262.49","0","1","0","1","20.0","1","100.0","262.49","262.49","0","1","0","2026-01-31"
"ikarao smart karaoke machine","72","176","5846","221","3.78","81","46.02","9","11.11","279.99","262.49","1","22","22","13","7.39","2","15.38","262.49","262.49","1","4","3","5","2.84","0","0.0","249.99",,"0","2","2","2026-01-31"
"karaoke machine for adults","2","122312","2892969","44036","1.52","48607","39.74","291","0.6","75.99","262.49","4169","13255","11597","12172","9.95","47","0.39","59.99","262.49","1313","3720","2812","2754","2.25","11","0.4","59.99","262.49","449","1070","576","2026-01-31"
"jbl karaoke machine with 2 microphones","54","7672","162657","909","0.56","3084","40.2","6","0.19","329.95","279.99","94","588","893","448","5.84","1","0.22","315.27","1028.38","25","97","120","50","0.65","0","0.0","199.99",,"5","13","11","2026-01-31"
"keereokee","90","1","21","2","9.52","3","300.0","1","33.33","279.99","279.99","0","1","2","1","100.0","1","100.0","279.99","279.99","0","0","1","1","100.0","1","100.0","279.99","279.99","0","0","1","2026-01-31"
"karaoke with autotune","30","748","20011","720","3.6","348","46.52","14","4.02","129.99","262.49","17","79","82","46","6.15","2","4.35","129.99","262.49","3","9","16","6","0.8","1","16.67","139.99","262.49","1","0","2","2026-01-31"
"ikaroa karaoke shell s1","85","2","78","3","3.85","1","50.0","1","100.0","262.49","262.49","0","0","0","1","50.0","1","100.0","262.49","262.49","0","0","0","1","50.0","1","100.0","262.49","262.49","0","0","0","2026-01-31"
"karaoke songs with lyrics","94","3496","63315","967","1.53","247","7.07","0","0.0","99.99",,"2","28","32","20","0.57","0","0.0","19.99",,"0","2","7","7","0.2","0","0.0","19.99",,"0","2","2","2026-01-31"
"卡拉ok点唱机","78","1268","30817","426","1.38","530","41.8","9","1.7","599.0","262.49","15","27","35","40","3.15","1","2.5","349.99","262.49","3","7","3","4","0.32","0","0.0","69.98",,"2","1","0","2026-01-31"
"ikaro shell","70","6","54","8","14.81","4","66.67","3","75.0","262.49","262.49","0","2","2","1","16.67","1","100.0","262.49","262.49","0","1","0","1","16.67","1","100.0","262.49","262.49","0","1","0","2026-01-31"
"best wireless karaoke microphone","81","48","989","9","0.91","22","45.83","1","4.55","99.95","279.99","0","9","5","3","6.25","1","33.33","99.95","279.99","0","1","1","2","4.17","1","50.0","99.95","279.99","0","1","1","2026-01-31"
"ikarao karaoke machine foe adults - elevate your experience","91","1","28","1","3.57","1","100.0","1","100.0","279.99","279.99","0","0","1","1","100.0","1","100.0","279.99","279.99","0","0","1","1","100.0","1","100.0","279.99","279.99","0","0","1","2026-01-31"
"magic sing","58","2662","65081","1117","1.72","946","35.54","4","0.42","499.0","262.49","10","114","248","100","3.76","0","0.0","495.0",,"4","15","22","13","0.49","0","0.0","99.99",,"2","2","3","2026-01-31"
"karaoke","5","63175","1550313","19163","1.24","14116","22.34","67","0.47","59.98","262.49","1286","3504","2840","3025","4.79","15","0.5","53.68","262.49","374","867","621","657","1.04","2","0.3","49.99","262.49","127","232","134","2026-01-31"
"smart karaoke","24","2525","45961","2762","6.01","112","4.44","2","1.79","8892.47","279.99","2","4","8","7","0.28","0","0.0","144.29",,"1","0","3","0","0.0","0",,,,"0","0","0","2026-01-31"
"ikarao shell s2","17","314","7632","403","5.28","149","47.45","28","18.79","249.99","262.49","5","33","38","21","6.69","5","23.81","249.99","262.49","0","4","5","3","0.96","1","33.33","249.99","279.99","0","2","0","2026-01-31"
"moukey portable karaoke machine","80","15","297","10","3.37","8","53.33","1","12.5","249.99","262.49","0","2","0","1","6.67","1","100.0","262.49","262.49","0","0","0","1","6.67","1","100.0","262.49","262.49","0","0","0","2026-01-31"
"singing machine karaoke","39","5314","125266","1581","1.26","1526","28.72","9","0.59","119.99","262.49","54","277","476","273","5.14","0","0.0","75.99",,"17","41","83","44","0.83","0","0.0","59.27",,"3","9","19","2026-01-31"
"ktv","40","1026","24662","364","1.48","316","30.8","9","2.85","279.99","279.99","17","37","42","34","3.31","2","5.88","119.99","262.49","3","4","10","6","0.58","1","16.67","59.99","262.49","3","0","0","2026-01-31"
"ikarao karaoke machine","3","6944","170131","8102","4.76","3191","45.95","319","10.0","279.99","262.49","161","642","918","617","8.89","57","9.24","279.99","262.49","30","152","192","135","1.94","12","8.89","332.48","262.49","11","37","50","2026-01-31"
"karoke machine","93","1761","55206","799","1.45","667","37.88","5","0.75","56.99","262.49","60","194","171","191","10.85","0","0.0","53.68",,"18","62","42","45","2.56","0","0.0","53.68",,"8","15","8","2026-01-31"
"portable karaoke","45","1700","45458","688","1.51","602","35.41","11","1.83","49.98","262.49","67","180","143","145","8.53","2","1.38","24.99","262.49","22","44","36","30","1.76","0","0.0","24.99",,"6","12","6","2026-01-31"
"karaoke machines","95","1678","45067","796","1.77","514","30.63","4","0.78","69.98","262.49","22","122","126","109","6.5","0","0.0","56.99",,"7","30","24","16","0.95","0","0.0","56.99",,"2","6","3","2026-01-31"
"portable karaoke machine with 2 wireless microphones","71","1724","49312","741","1.5","604","35.03","2","0.33","53.99","279.99","55","219","119","169","9.8","1","0.59","49.99","279.99","20","58","30","47","2.73","0","0.0","29.99",,"6","17","9","2026-01-31"
"karaoke machine with built in lyrics display hdmi","87","1","20","2","10.0","1","100.0","1","100.0","279.99","279.99","0","0","1","1","100.0","1","100.0","279.99","279.99","0","0","1","1","100.0","1","100.0","279.99","279.99","0","0","1","2026-01-31"
"ikaro shell s1","15","57","688","82","11.92","34","59.65","16","47.06","262.49","262.49","3","6","12","8","14.04","6","75.0","262.49","262.49","2","0","3","2","3.51","2","100.0","262.49","262.49","1","0","1","2026-01-31"
"karaoke microphone wireless","28","18862","450969","1566","0.35","7458","39.54","13","0.17","21.99","262.49","1020","2507","1677","2116","11.22","2","0.09","20.99","262.49","336","737","438","606","3.21","0","0.0","19.99",,"141","241","105","2026-01-31"
"karafun","11","493","11192","528","4.72","142","28.8","15","10.56","59.99","262.49","15","36","32","34","6.9","9","26.47","59.99","262.49","3","8","8","9","1.83","1","11.11","0.0","262.49","2","1","0","2026-01-31"
"karaoke machine with lyrics display","8","10784","278899","6199","2.22","4227","39.2","36","0.85","119.99","262.49","283","1021","1083","703","6.52","10","1.42","116.99","262.49","69","180","171","126","1.17","1","0.79","69.98","262.49","20","47","28","2026-01-31"
"shell s1","51","31","672","37","5.51","16","51.61","5","31.25","249.99","262.49","0","4","0","2","6.45","2","100.0","262.49","262.49","0","2","0","1","3.23","1","100.0","262.49","262.49","0","1","0","2026-01-31"
"karaoke systems","38","1590","41614","739","1.78","398","25.03","11","2.76","119.99","262.49","18","100","92","86","5.41","3","3.49","65.99","262.49","9","28","20","21","1.32","0","0.0","53.68",,"4","8","5","2026-01-31"
"ikarao shell","35","68","1699","93","5.47","35","51.47","12","34.29","262.49","262.49","1","10","10","4","5.88","3","75.0","262.49","262.49","0","1","3","1","1.47","1","100.0","262.49","262.49","0","1","0","2026-01-31"
"karaoke equipment","61","2735","67009","1092","1.63","607","22.19","4","0.66","122.99","262.49","6","108","124","58","2.12","0","0.0","81.99",,"3","11","11","8","0.29","0","0.0","113.99",,"0","2","2","2026-01-31"
"ikarao shell s1 karaoke machine","23","35","1098","49","4.46","20","57.14","10","50.0","279.99","279.99","1","10","8","4","11.43","4","100.0","279.99","279.99","0","1","3","2","5.71","2","100.0","262.49","262.49","0","1","1","2026-01-31"
"ikarao karaoke","27","219","5969","238","3.99","119","54.34","11","9.24","279.99","262.49","4","26","27","22","10.05","2","9.09","249.99","262.49","0","4","7","10","4.57","2","20.0","249.99","262.49","0","3","3","2026-01-31"
"karaoke with lyrics on screen","36","1696","33340","1676","5.03","102","6.01","2","1.96","129.99","262.49","2","20","27","13","0.77","1","7.69","179.99","262.49","0","3","3","1","0.06","0","0.0","79.99",,"0","0","1","2026-01-31"
"ikarao break x1","48","532","13877","841","6.06","232","43.61","6","2.59","531.98","262.49","2","56","68","42","7.89","2","4.76","531.98","262.49","0","11","15","16","3.01","0","0.0","531.98",,"0","6","8","2026-01-31"
"ikarao portable karaoke machine","43","56","1591","91","5.72","27","48.21","3","11.11","249.99","279.99","1","4","7","11","19.64","3","27.27","249.99","279.99","0","3","6","5","8.93","1","20.0","249.99","279.99","0","1","4","2026-01-31"
"karokee system","79","25","620","16","2.58","10","40.0","1","10.0","349.99","262.49","0","3","1","3","12.0","1","33.33","262.49","262.49","0","1","0","2","8.0","1","50.0","114.99","262.49","0","1","0","2026-01-31"
"best karaoke machine for adults","60","1565","41402","1028","2.48","548","35.02","6","1.09","129.97","262.49","27","148","132","103","6.58","0","0.0","116.99",,"4","29","21","19","1.21","0","0.0","112.51",,"1","7","5","2026-01-31"
"ikarao shell s1 10.1-inch smart karaoke machine","68","31","831","33","3.97","10","32.26","3","30.0","249.99","279.99","0","1","5","2","6.45","1","50.0","249.99","279.99","0","0","1","2","6.45","1","50.0","249.99","279.99","0","0","1","2026-01-31"
"karaoke system","20","5237","139608","2383","1.71","1562","29.83","15","0.96","169.99","262.49","67","298","327","163","3.11","1","0.61","119.99","279.99","10","40","32","27","0.52","0","0.0","101.96",,"2","12","6","2026-01-31"
"i karo karaoke","47","10","220","9","4.09","6","60.0","3","50.0","249.99","279.99","0","0","3","3","30.0","3","100.0","279.99","279.99","0","0","0","1","10.0","1","100.0","279.99","279.99","0","0","0","2026-01-31"
"karoke bluetootv machine with chargable mic","92","1","22","1","4.55","1","100.0","1","100.0","262.49","262.49","0","0","0","1","100.0","1","100.0","262.49","262.49","0","0","0","1","100.0","1","100.0","262.49","262.49","0","0","0","2026-01-31"
"karaoke microphone","26","46629","1099769","1644","0.15","17870","38.32","15","0.08","20.89","262.49","2500","6179","3491","4995","10.71","2","0.04","19.99","279.99","847","1837","923","1654","3.55","0","0.0","19.99",,"356","706","285","2026-01-31"
